w/wo exo r,w/wo exo p,homo exo r,homo exo p,homo torso r,homo torso p
-0.0432788346609877,0.8408571204515425,0.9946278548486802,3.614470056381099e-23,0.7778276208665125,7.693652119799184e-06
0.07106549905895922,0.7414146846803793,0.996808983726129,1.1857367695027428e-25,0.9469640450423908,2.5154279423391927e-12
0.14936361387889713,0.48605944083416175,0.9995135489199245,1.2404741144238014e-34,0.6861076730323408,0.0002143931080879696
0.09704616283558994,0.6519070223789588,0.9999382655872852,1.7092392228460684e-44,0.30753083544188364,0.1437794842816632
-0.11110553262445158,0.6052596416647489,0.9999882667106001,1.998570429797914e-52,0.6407392862391241,0.0007429126009719613
0.14998813525334204,0.48421712389545324,0.9999971466039647,3.516431102844634e-59,0.9761207777729883,4.441911954561293e-16
0.20408820998940302,0.338784644550546,0.9999991875339301,3.5073665129599803e-65,0.9914869457511513,5.637521288815972e-21
-0.20883182611600493,0.3274307919184375,0.9999997469712447,9.375476947584098e-71,0.9887247401946393,1.224670484804028e-19
0.07092369914187363,0.7419135106995617,0.9999999175174883,4.1410043893531175e-76,0.9988036745551829,2.4608550055559894e-30
0.23397206980637655,0.27115919807761646,0.9999999725154298,2.3286466535801884e-81,0.9446773607765826,3.959219090223621e-12
0.016142478246350365,0.9403224457341008,0.9999999712542272,3.8145124315217934e-81,0.5957532621329374,0.0021279272388222492
-0.04723655643555625,0.8265103838857419,0.9999999832800263,9.833694300917028e-84,0.2604375713189927,0.2190288792939621
-0.11283121280470074,0.5996312269992758,,,,
-0.08135294277201324,0.705506434011133,,,,
-0.019302689111758947,0.9286660009778589,,,,
0.04041774972263433,0.8512595176247173,,,,
0.07913985510917892,0.7131828449384954,,,,
0.07714760557937073,0.7201164505416596,,,,
0.10558587067380787,0.6234080745498884,,,,
0.16422691634502148,0.44318644245794225,,,,
0.11034864057278061,0.6077352160765992,,,,
-0.168337647380973,0.431695358040168,,,,
0.12329622176283234,0.565982765642695,,,,
0.24291208681296422,0.25273683739955066,,,,
